Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
覆盆子,水果,0.025,52,12,0,9.00E-05,0.65,6.5,2.10E-05,0.00069,0.022,0.06,5.4,0,0,0,0.029,0.38,0.151,1.2,0.02,2.00E-07,0.001,0,33,2.00E-06,3.00E-05,0,4.00E-05,0.0006,0.00033,6.00E-05,0.026,0.00042,0.012,2.4,,,,,0.00067,,,0,4.4,,,,0,0.00087,7.80E-06,,,,,,,
洛神花,水果,0.215,49,11,0,,0.64,,,0.0015,0.051,,11,,,,0.037,,0.208,0.96,,,0.006,0,287,1.40E-05,1.00E-05,0,3.00E-05,0.00031,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,
番石榴,水果,0.029,25,5.7,0,2.00E-05,0.3,,,7.00E-05,0.005,,5.7,,,,0.008,,0.123,0.6,,,0,0,339,1.70E-05,2.00E-05,0,3.00E-05,0.0008,,,0.022,6.00E-05,,,,,,,3.00E-05,,,,,,,,,,,,,,,,,
人心果,水果,0.021,83,20,0,9.00E-05,1.1,5.3,1.40E-05,0.0008,0.012,0.52,15,0,0,0,0.012,0.01,0.193,0.44,0.19,6.00E-07,0.012,0,60,3.00E-06,0,0,2.00E-05,0.0002,0.00025,4.00E-05,0.015,0.0001,,,2.00E-05,2.00E-05,2.00E-05,4.00E-05,,0,1.00E-05,,,1.00E-05,1.00E-05,2.00E-05,,,,,,,,,,
芒果西番莲,水果,0.018,124,32,0,0.00021,0.46,5.4,7.00E-06,0.00078,0.011,0.1,27,0,0,0,0.026,0.1,0.454,1.5,0.17,,0.007,0,143,7.00E-06,1.00E-05,0,0.00012,0.0014,0.0004,0.00072,0.023,0.00019,,7.7,5.00E-05,6.00E-05,7.00E-05,7.00E-05,0.0002,2.00E-05,6.00E-05,6.3,20,9.00E-05,5.00E-05,7.00E-05,,0.0021,,0.08,0,0,0,0,0.01,
酸苹果,水果,0.014,66,17,0,9.00E-05,0.3,3.3,1.40E-05,0.0006,0.021,0.09,14,0,0,0,0.027,0.07,0.278,1,0.05,6.00E-07,0.014,0,2,0,7.00E-05,0,5.00E-05,0.0009,0.00025,6.00E-05,0.021,0.0001,0.0076,,,,,6.00E-05,,1.00E-05,,,14,,1.00E-05,,0,8.00E-05,4.00E-07,,,,,,,
草莓,水果,0.016,32,7.7,0,5.00E-05,0.3,2,2.40E-05,0.00041,0.013,0.04,5.7,0,0,0,0.024,0.16,0.153,0.67,0.02,4.00E-07,0.001,0,12,1.00E-06,2.00E-05,0,2.00E-05,0.00039,0.00013,5.00E-05,0.059,0.00014,0.0057,2.4,1.00E-05,2.00E-05,3.00E-05,3.00E-05,0.00039,0,2.00E-05,0.04,4.9,2.00E-05,1.00E-05,2.00E-05,0,0.00029,2.20E-06,,,,,,,
罗望子,水果,0.074,239,63,0,9.00E-05,0.6,5.1,1.40E-05,0.0028,0.092,0.18,57,0,0,0,0.113,0.06,0.628,2.8,0.27,1.30E-06,0.028,0,30,2.00E-06,0.00043,0,0.00015,0.0019,0.00014,7.00E-05,0.0035,0.0001,0.0086,,,,,0.00014,,1.00E-05,,,39,,2.00E-05,,0,0.0001,2.80E-06,,,,,,,
西瓜,水果,0.007,30,7.6,0,4.00E-05,0.15,0.4,3.00E-06,0.00024,0.01,0.04,7.2,0,0,0,0.011,0.05,0.112,0.61,0.02,4.00E-07,0.001,0,569,2.80E-05,3.00E-05,0,2.00E-05,0.00018,0.00022,5.00E-05,0.0081,0.0001,0.0041,3.4,1.00E-05,2.00E-05,2.00E-05,6.00E-05,4.00E-05,1.00E-05,2.00E-05,0,6.2,3.00E-05,1.00E-05,2.00E-05,0,5.00E-05,1.00E-07,,,,,,,
玛瑙樱桃,水果,0.054,165,42,0,0.00014,0.21,3.2,0,0.00043,0.004,0.05,39,0,0,0,0.003,0.06,0.021,0.22,0.04,2.00E-07,0.004,0,45,2.00E-06,0,0,0,0,5.00E-05,1.00E-05,0,0.00026,0.0043,,,,,,1.00E-05,,,,39,,,,0,5.00E-05,1.50E-06,,,,,,,
费约果,水果,0.017,61,15,0,4.00E-05,0.42,6.4,2.30E-05,0.00014,0.009,0.06,8.8,0,0,0,0.019,0.14,0.172,0.71,0.1,,0.003,0,6,0,1.00E-05,0,2.00E-05,0.0003,0.00023,7.00E-05,0.033,6.00E-05,,3,1.00E-05,2.00E-05,3.00E-05,4.00E-05,8.00E-05,1.00E-05,2.00E-05,0,8.2,2.00E-05,1.00E-05,2.00E-05,,0.00016,3.50E-06,0.03,0,0,0,0,0.11,
亚洲梨,水果,0.004,42,11,0,5.00E-05,0.23,3.6,8.00E-06,0,0.008,0.05,7.1,0,0,0,0.011,0.06,0.121,0.5,0.01,1.00E-07,0,0,0,0,1.00E-05,0,1.00E-05,0.00022,7.00E-05,2.00E-05,0.0038,2.00E-05,0.0051,,1.00E-05,1.00E-05,3.00E-05,2.00E-05,6.00E-05,1.00E-05,1.00E-05,,7.1,1.00E-05,1.00E-05,2.00E-05,0,0.00012,4.50E-06,,,,,,,
酸樱桃,水果,0.011,42,10,,,0.21,1.2,,0.00064,0.008,,9.3,,,,0.016,,0.115,0.69,,,0.004,0,,,3.00E-05,0,7.00E-05,0.00026,4.00E-05,5.00E-05,0.0003,7.00E-05,,2.8,,,,,6.00E-05,,,,7,,,,,,8.10E-06,,,,,,,
榴莲,水果,0.006,147,27,0,0.00021,5.3,3.8,3.60E-05,0.00043,0.03,,23,,,,0.039,,0.436,1.5,,,0.002,0,44,2.00E-06,0.00037,0,0.0002,0.0011,0.00023,0.00032,0.02,0.00028,,,,,,,0.00033,,,,,,,,,,,,,,,,,
鱼木,水果,0.008,69,18,,6.00E-05,0.1,5.3,,0.0016,0.024,,12,,,,0.047,,0.304,1.5,0.01,,0.02,0,100,5.00E-06,,,,,,,0.054,0.00031,,3.8,,,,,0.00018,,,,8.6,,,,,,,,,,,,,
克莱门氏橙,水果,0.03,47,12,,4.00E-05,0.15,1.7,2.40E-05,0.00014,0.01,,10,,,,0.021,,0.177,0.85,,1.00E-07,0.001,0,,,9.00E-05,,3.00E-05,0.00064,0.00015,8.00E-05,0.049,6.00E-05,0.014,1.6,,,,,2.00E-05,,,0,9.2,,,,0,0.0002,0,,,,,,,
南果,水果,0.046,73,17,,4.00E-05,1.2,7.5,8.00E-06,0.00038,0.02,,9.5,,,,0.01,,0.244,0.66,,4.00E-07,0.003,0,74,4.00E-06,2.00E-05,,2.00E-05,0.00029,0.00018,2.00E-05,0.093,9.00E-05,,4.7,,,,,0.00025,,,,8.3,,,,,0.0013,1.20E-05,,,,,,,
酸橙,水果,0.008,25,5.9,,3.00E-05,0.22,1.1,3.00E-06,0.00035,0.011,,4.8,,,,0.012,,0.2,0.44,,4.00E-07,0.004,0,568,2.80E-05,5.00E-05,,0,0.0015,0.00022,0.00011,0.0032,0.0001,,1,,,,,7.00E-05,,,,3.7,,,,,0.00075,1.50E-05,,,,,,,
角瓜,水果,0.013,44,7.6,,2.00E-05,1.3,,3.00E-06,0.0011,0.04,,7.6,,,,0.037,,0.123,1.8,,,0.002,0,147,7.00E-06,3.00E-05,,2.00E-05,0.00057,0.00018,6.00E-05,0.0053,0.00048,,,,,,,4.00E-05,,,,,,,,,,,,,,,,,
椰子,水果,0.014,354,15,0,0.00044,33,9,2.60E-05,0.0024,0.032,1.4,6.2,0,0,0,0.113,0.37,0.356,3.3,30,1.00E-05,0.02,,0,0,7.00E-05,0,2.00E-05,0.00054,0.0003,5.00E-05,0.0033,0.0011,0.012,,8.00E-05,0.00013,0.00025,0.00015,0.0015,6.00E-05,0.00017,,6.2,0.00012,4.00E-05,0.0002,0,0.00024,2.00E-07,,,,,,,
云莓,水果,0.018,51,8.6,,,0.8,,,0.0007,,,8.6,,,,0.035,,,2.4,,,,,210,,5.00E-05,,7.00E-05,0.0009,,,0.158,,,,,,,,,,,,,,,,,,,,,,,,,
越橘,水果,0.015,37,8.7,,,0.1,,,0.0003,,,8.7,,,,,,,0.4,,,0.01,,79,,1.00E-05,,3.00E-05,0.0003,,,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,
香蕉瓜,水果,0.013,21,4.1,,4.00E-05,0.2,0.3,2.00E-05,0.00021,0.01,,3.8,,,,0.009,,0.14,0.84,,4.00E-07,0.011,,,,2.00E-05,,2.00E-05,0.00046,7.00E-05,5.00E-05,0.0081,0.00014,,2.1,,,,,4.00E-05,,,0,3.4,,,,,0,4.90E-06,,,,,,,
鲑莓,水果,0.013,47,10,,3.00E-05,0.33,1.9,1.70E-05,0.0004,0.015,,8.2,,,,0.027,,0.11,0.85,,,0.014,,496,5.00E-05,4.00E-05,,6.00E-05,0.00047,0.00017,8.00E-05,0.0092,0.00028,,1.8,,,,,0.0011,,,0,3.7,,,,,0.0016,1.50E-05,,,,,,,
黑刺李,水果,0.04,156,34,,7.00E-05,0.98,17,1.00E-05,0.0004,0.021,,17,,,,0.045,,0.309,2.9,,1.70E-06,0.002,,43,2.00E-06,3.00E-05,0,6.00E-05,0.00067,0.00033,0.00019,0.0007,0.00019,,5.4,,,,,0.00019,,,0.87,14,,,,0,0.00075,2.90E-05,,,,,,,
玫瑰果,水果,0.169,162,38,,0.00011,0.34,24,3.00E-06,0.0011,0.069,,14,,,,0.061,,0.429,1.6,,,0.004,,4345,0.000217,2.00E-05,,0.00017,0.0013,0.0008,8.00E-05,0.426,0.00025,0.012,1.2,,,,,0.001,,,,2.6,,,,,0.0058,2.60E-05,,,,,,,
洋蓟,蔬菜,0.044,47,11,0,0.00023,0.15,5.4,6.80E-05,0.0013,0.06,0.01,5.1,0,0,0,0.09,0.06,0.37,3.3,0.04,2.00E-07,0.094,0,13,1.00E-06,7.00E-05,0,7.00E-05,0.001,0.00034,0.00012,0.012,0.00049,0.034,,,,,,0.00026,,,,0.99,,,,0,0.00019,1.50E-05,,,,,,,
芦笋,蔬菜,0.044,47,9.2,0,5.00E-05,0.1,,4.50E-05,0.00098,0.042,0.01,9.2,,,,0.057,0.04,0.29,2.5,0.03,1.50E-06,0.004,0,450,2.30E-05,9.00E-05,0,0.0001,0.00063,5.00E-05,2.00E-05,0.016,0.00036,,,8.00E-05,0.00014,0.00018,0.00017,0.0002,4.00E-05,0.00014,,,9.00E-05,3.00E-05,0.00015,0,,,,,,,,,
苦瓜,蔬菜,0.084,30,3.3,0,0.0002,0.69,,0.000128,0.002,0.085,,3.3,,,,0.099,,0.608,5.3,,9.00E-07,0.011,0,1734,8.70E-05,0.00018,0,0.00036,0.0011,6.00E-05,0.0008,0.088,0.0003,,,,,,,0.00054,,,,,,,,0,,,,,,,,,
竹笋,蔬菜,0.013,27,5.2,0,0.00019,0.3,2.2,7.00E-06,0.0005,0.003,0.01,3,0,0,0,0.059,0.13,0.533,2.6,0.07,8.00E-07,0.004,0,20,1.00E-06,0.00015,0,7.00E-05,0.0006,0.00016,0.00024,0.004,0.0011,0,,4.00E-05,9.00E-05,0.00014,0.00013,0.00026,3.00E-05,9.00E-05,,3,9.00E-05,3.00E-05,0.00011,0,0.001,0,,,,,,,
四季豆,蔬菜,0.044,35,7.9,0,6.00E-05,0.28,3.2,3.30E-05,0.00065,0.018,0.01,4.7,0,0,0,0.029,0.15,0.146,1.9,0.06,2.00E-07,0.001,0,633,3.20E-05,7.00E-05,0,0.0001,0.00061,7.00E-05,6.00E-05,0.0097,0.00025,0.017,,4.00E-05,7.00E-05,0.00012,9.00E-05,0.00029,2.00E-05,7.00E-05,,3.6,8.00E-05,2.00E-05,9.00E-05,0,0.00046,4.80E-05,,,,,,,
甜菜根,蔬菜,0.016,43,9.6,0,8.00E-05,0.17,2.8,0.000109,0.0008,0.023,0.03,6.8,0,0,0,0.04,0.06,0.325,1.6,0.03,7.00E-07,0.078,0,33,2.00E-06,3.00E-05,0,4.00E-05,0.00033,0.00016,7.00E-05,0.0049,0.00035,0.006,,2.00E-05,5.00E-05,7.00E-05,6.00E-05,0.00033,2.00E-05,5.00E-05,,6.8,5.00E-05,2.00E-05,6.00E-05,0,4.00E-05,2.00E-07,,,,,,,
鹰嘴豆,蔬菜,0.018,62,10,0,6.00E-05,0.5,3.6,5.80E-05,0.0015,0.031,0.02,6.5,,,,0.073,0.3,0.193,4.8,0.14,1.00E-06,0.041,0,270,1.40E-05,0.00013,0,9.00E-05,0.0012,7.00E-05,3.00E-05,0.02,0.00047,,,0.00012,0.00022,0.00037,0.00031,0.00026,4.00E-05,0.0002,,,0.00018,5.00E-05,0.00024,0,,,,,,,,,
西兰花,蔬菜,0.047,34,6.6,0,5.00E-05,0.37,2.6,6.30E-05,0.00073,0.021,0.01,4,0,0,0,0.066,0.04,0.316,2.8,0.04,2.50E-06,0.033,0,623,3.10E-05,7.00E-05,0,0.00012,0.00064,0.00057,0.00018,0.089,0.00041,0.019,0.68,6.00E-05,8.00E-05,0.00013,0.00014,0.00021,4.00E-05,0.00012,0,1.7,9.00E-05,3.00E-05,0.00013,0,0.00078,0.000102,,0,0,,,,
抱子甘蓝,蔬菜,0.042,43,9,0,7.00E-05,0.3,3.8,6.10E-05,0.0014,0.023,0.02,5.2,0,0,0,0.069,153,0.389,3.4,0.06,1.60E-06,0.025,0,754,3.80E-05,0.00014,0,9.00E-05,0.00075,0.00031,0.00022,0.085,0.00042,0.019,0.93,8.00E-05,0.00013,0.00015,0.00015,0.00034,3.00E-05,0.0001,,2.2,0.00012,4.00E-05,0.00016,0,0.00088,0.000177,,,,,,,
牛蒡根,蔬菜,0.041,72,17,0,8.00E-05,0.15,3.3,2.30E-05,0.0008,0.038,0.04,14,0,0,0,0.051,0.06,0.308,1.5,0.03,7.00E-07,0.005,0,0,0,1.00E-05,0,3.00E-05,0.0003,0.00032,0.00024,0.003,0.00033,0.012,,3.00E-05,3.00E-05,3.00E-05,7.00E-05,0.00023,1.00E-05,3.00E-05,,2.9,3.00E-05,1.00E-05,3.00E-05,0,0.00038,1.60E-06,,,,,,,
卷心菜,蔬菜,0.04,25,5.8,0,2.00E-05,0.1,2.5,4.30E-05,0.00047,0.012,0.02,3.3,0,0,0,0.026,0.02,0.17,1.3,0.03,3.00E-07,0.018,0,98,5.00E-06,6.00E-05,0,4.00E-05,0.00023,0.00021,0.00012,0.037,0.00018,0.011,1.5,2.00E-05,3.00E-05,4.00E-05,4.00E-05,0.00016,1.00E-05,3.00E-05,0,3.2,4.00E-05,1.00E-05,4.00E-05,0,0.00015,7.60E-05,,0,,,,,
红卷心菜,蔬菜,0.045,31,7.4,0,2.00E-05,0.16,2.1,1.80E-05,0.0008,0.016,0.01,5.3,0,0,0,0.03,0.08,0.243,1.4,0.02,6.00E-07,0.027,0,1116,5.60E-05,6.00E-05,0,7.00E-05,0.00042,0.00015,0.00021,0.057,0.00022,0.017,1.5,2.00E-05,3.00E-05,5.00E-05,5.00E-05,0.00024,1.00E-05,4.00E-05,0,3.8,4.00E-05,1.00E-05,5.00E-05,0,0.00011,3.80E-05,,,,,,,
皱叶甘蓝,蔬菜,0.035,27,6.1,0,6.00E-05,0.1,3.1,8.00E-05,0.0004,0.028,0.01,3,0,0,0,0.042,0.05,0.23,2,0.01,9.00E-07,0.028,0,1000,5.00E-05,7.00E-05,0,3.00E-05,0.0003,0.00019,0.00019,0.031,0.00027,0.012,,4.00E-05,0.0001,0.0001,9.00E-05,0.00018,2.00E-05,6.00E-05,,2.3,7.00E-05,2.00E-05,9.00E-05,0,0.00017,6.90E-05,,,,,,,
大白菜,蔬菜,0.105,13,2.2,0,2.00E-05,0.2,1,6.60E-05,0.0008,0.019,0.02,1.2,0,0,0,0.037,0.1,0.252,1.5,0.03,5.00E-07,0.065,0,4468,0.000223,4.00E-05,0,7.00E-05,0.0005,9.00E-05,0.00019,0.045,0.00019,0.0064,,3.00E-05,9.00E-05,9.00E-05,9.00E-05,0.00016,1.00E-05,4.00E-05,,1.2,5.00E-05,2.00E-05,7.00E-05,0,9.00E-05,4.60E-05,,,,,,,
胡萝卜,蔬菜,0.033,41,9.6,0,5.00E-05,0.24,2.8,1.90E-05,0.0003,0.012,0.01,6.8,0,0,0,0.035,0.12,0.32,0.93,0.04,1.00E-07,0.069,0,16706,0.000835,7.00E-05,0,6.00E-05,0.00098,0.00027,0.00014,0.0059,0.00024,0.0088,0.55,4.00E-05,8.00E-05,0.0001,0.0001,0.00014,2.00E-05,6.00E-05,1.4,4.7,0.00019,1.00E-05,7.00E-05,0,0.00066,1.30E-05,,0,,,,,
木薯,蔬菜,0.016,160,38,0,0.0001,0.28,1.8,2.70E-05,0.00027,0.021,0.08,36,0,0,0,0.027,0.05,0.271,1.4,0.07,7.00E-07,0.014,0,13,1.00E-06,9.00E-05,0,5.00E-05,0.00085,0.00011,9.00E-05,0.021,0.00034,0.024,,2.00E-05,3.00E-05,4.00E-05,4.00E-05,0.00038,1.00E-05,3.00E-05,,1.7,3.00E-05,2.00E-05,4.00E-05,0,0.00019,1.90E-06,,,,,,,
花椰菜,蔬菜,0.022,25,5,0,4.00E-05,0.28,2,5.70E-05,0.00042,0.015,0.03,3,0,0,0,0.044,0.03,0.299,1.9,0.13,6.00E-07,0.03,0,0,0,5.00E-05,0,6.00E-05,0.00051,0.00067,0.00018,0.048,0.00027,0.044,0.97,6.00E-05,7.00E-05,0.00011,0.00022,0.00016,2.00E-05,7.00E-05,,1.9,8.00E-05,2.00E-05,0.00013,0,8.00E-05,1.60E-05,0.02,0,0,0,0,0.01,
芜菁,蔬菜,0.043,42,9.2,0,7.00E-05,0.3,1.8,8.00E-06,0.0007,0.02,0.06,7.4,0,0,0,0.115,0.15,0.3,1.5,0.08,7.00E-07,0.1,0,0,0,5.00E-05,0,6.00E-05,0.0007,0.00035,0.00017,0.008,0.00033,0.009,,,,,,0.00016,,,,1.6,,,,0,0.00036,4.10E-05,,,,,,,
莴苣,蔬菜,0.039,18,3.7,0,4.00E-05,0.3,1.7,4.60E-05,0.00055,0.028,,2,,,,0.039,,0.33,0.85,,9.00E-07,0.011,0,3500,0.000175,6.00E-05,0,7.00E-05,0.00055,0.00018,5.00E-05,0.02,0.00027,,,2.00E-05,6.00E-05,5.00E-05,6.00E-05,0.00069,1.00E-05,4.00E-05,,,4.00E-05,1.00E-05,5.00E-05,0,,,,,,,,,
西葫芦,蔬菜,0.017,19,4.5,0,0.00012,0.13,1.7,9.30E-05,0.00034,0.012,0.01,2.8,0,0,0,0.018,0.06,0.125,0.82,0.03,2.00E-07,0.002,0,0,0,3.00E-05,0,3.00E-05,0.00047,0.00025,8.00E-05,0.0077,0.00074,0.0092,,2.00E-05,4.00E-05,8.00E-05,4.00E-05,0.00019,0,5.00E-05,,1.7,4.00E-05,1.00E-05,6.00E-05,0,0.00012,4.10E-06,,,,,,,
菊苣,蔬菜,0.019,17,4,0,5.00E-05,0.1,3.1,3.70E-05,0.00024,0.01,0,0.9,,,,0.026,0.04,0.211,0.9,0.02,2.00E-07,0.002,0,29,1.00E-06,6.00E-05,0,3.00E-05,0.00016,0.00015,4.00E-05,0.0028,0.00016,,,2.00E-05,5.00E-05,4.00E-05,4.00E-05,0.0001,1.00E-05,2.00E-05,,,3.00E-05,2.00E-05,4.00E-05,0,,,,,,,,,
玉米,蔬菜,0.003,96,21,0,5.00E-05,1.5,2.4,2.30E-05,0.00045,0.026,0.37,19,0,0,0,0.077,0.6,0.218,3.4,0.2,2.00E-07,0.001,0,263,1.30E-05,9.00E-05,0,6.00E-05,0.0017,0.00079,0.00014,0.0055,0.00062,0.029,0.79,9.00E-05,0.00013,0.00036,0.00014,0.00017,7.00E-05,0.00016,7.2,4.5,0.00013,2.00E-05,0.00019,0,9.00E-05,4.00E-07,,,,,,,
长豇豆,蔬菜,0.044,47,9.2,0,5.00E-05,0.1,,4.50E-05,0.00098,0.042,0.01,9.2,,,,0.057,0.04,0.29,2.5,0.03,1.50E-06,0.004,0,450,2.30E-05,9.00E-05,0,0.0001,0.00063,5.00E-05,2.00E-05,0.016,0.00036,,,8.00E-05,0.00014,0.00018,0.00017,0.0002,4.00E-05,0.00014,,,9.00E-05,3.00E-05,0.00015,0,,,,,,,,,
黄瓜,蔬菜,0.016,15,3.6,0,4.00E-05,0.11,0.5,7.00E-06,0.00028,0.013,0.01,3.1,0,0,0,0.024,0.03,0.147,0.65,0.04,3.00E-07,0.002,0,105,5.00E-06,3.00E-05,0,3.00E-05,0.0001,0.00026,4.00E-05,0.0028,0.0002,0.006,0.87,1.00E-05,2.00E-05,3.00E-05,3.00E-05,8.00E-05,1.00E-05,2.00E-05,0.83,1.7,2.00E-05,1.00E-05,2.00E-05,0,3.00E-05,1.60E-05,,0,,,,,
茄子,蔬菜,0.009,25,5.9,0,8.00E-05,0.18,3,2.20E-05,0.00023,0.014,0.02,2.9,0,0,0,0.024,0.08,0.229,0.98,0.03,3.00E-07,0.002,0,23,1.00E-06,4.00E-05,0,4.00E-05,0.00065,0.00028,8.00E-05,0.0022,0.00016,0.0069,1.5,2.00E-05,5.00E-05,6.00E-05,5.00E-05,0.00023,1.00E-05,4.00E-05,,3.5,4.00E-05,1.00E-05,5.00E-05,0,0.0003,3.50E-06,,,,,,,
毛豆,蔬菜,0.063,121,8.9,0,0.00035,5.2,5.2,0.000311,0.0023,0.064,1.3,3.7,0,0,0,0.169,2.2,0.436,12,0.62,8.00E-07,0.006,0.01,298,1.50E-05,0.0002,0,0.00016,0.00092,0.0004,0.0001,0.0061,0.0014,0.056,0.12,0.00027,0.0003,0.00075,0.00075,0.001,0.00014,0.00049,1.5,2.2,0.00033,0.00013,0.00032,0,0.00068,2.70E-05,0.36,0,0,0,0,1.8,
羽衣甘蓝,蔬菜,0.052,17,3.4,0,0.0001,0.2,3.1,0.000142,0.00083,0.015,0,0.25,0,0,0,0.028,0.09,0.314,1.3,0.05,2.00E-07,0.022,0,2167,0.000108,8.00E-05,0,8.00E-05,0.0004,0.0009,2.00E-05,0.0065,0.00079,0.017,,2.00E-05,7.00E-05,0.0001,6.00E-05,0.00042,1.00E-05,5.00E-05,,0.25,5.00E-05,1.00E-05,6.00E-05,0,0.00044,0.000231,,,,,,,
大蒜,蔬菜,0.181,149,33,0,0.0003,0.5,2.1,3.00E-06,0.0017,0.025,0.01,31,0,0,0,0.153,0.25,0.401,6.4,0.09,1.40E-05,0.017,0,9,0,0.0002,0,0.00011,0.0007,0.0006,0.0012,0.031,0.0012,0.023,,0.00011,0.00022,0.00031,0.00027,0.0017,8.00E-05,0.00018,,1,0.00016,7.00E-05,0.00029,0,8.00E-05,1.70E-06,,,,,,,
姜,蔬菜,0.016,80,18,0,0.00023,0.75,2,1.10E-05,0.0006,0.043,0.15,16,0,0,0,0.034,0.15,0.415,1.8,0.2,7.00E-07,0.013,0,0,0,3.00E-05,0,3.00E-05,0.00075,0.0002,0.00016,0.005,0.00034,0.029,,3.00E-05,5.00E-05,7.00E-05,6.00E-05,0.00023,1.00E-05,5.00E-05,,1.7,4.00E-05,1.00E-05,7.00E-05,0,0.00026,1.00E-07,,,,,,,
洋蓟,蔬菜,0.014,73,17,0,0.00014,0.01,1.6,1.30E-05,0.0034,0.017,0,16,0,0,0,0.078,0,0.429,2,0,7.00E-07,0.004,0,20,1.00E-06,0.0002,0,6.00E-05,0.0013,0.0004,8.00E-05,0.004,0.00012,0.03,,,,,,6.00E-05,,,,9.6,,,,0,0.00019,1.00E-07,,,,,,,
干瓢,蔬菜,0.28,258,65,0,0.00043,0.56,9.8,6.10E-05,0.0051,0.125,0.1,55,,,,0.188,0.24,1.582,8.6,0.05,2.60E-06,0.015,0,0,,0,0,4.00E-05,0.0029,0.0026,0.00053,0.0002,0.0059,,,,,,,0.0011,,,,,,,,0,,,,,,,,,
芜菁,蔬菜,0.024,27,6.2,0,0.00013,0.1,3.6,1.60E-05,0.0004,0.019,0.01,2.6,0,0,0,0.046,0.05,0.35,1.7,0.01,7.00E-07,0.02,0,36,2.00E-06,5.00E-05,0,2.00E-05,0.0004,0.00017,0.00015,0.062,3.00E-05,0.012,,2.00E-05,8.00E-05,7.00E-05,6.00E-05,0.00014,1.00E-05,4.00E-05,,2.6,5.00E-05,1.00E-05,5.00E-05,0,0.00048,1.00E-07,,,,,,,
莲藕,蔬菜,0.045,74,17,0,0.00026,0.1,4.9,1.30E-05,0.0012,0.023,0.02,12,,,,0.1,0.02,0.556,2.6,0.03,7.00E-07,0.04,0,0,0,0.00016,0,0.00022,0.0004,0.00038,0.00026,0.044,0.00039,,,4.00E-05,5.00E-05,7.00E-05,9.00E-05,0.00026,2.00E-05,5.00E-05,,,5.00E-05,2.00E-05,6.00E-05,0,,,,,,,,,
红叶生菜,蔬菜,0.033,16,2.3,0,3.00E-05,0.22,0.9,3.60E-05,0.0012,0.012,0.01,1.4,0,0,0,0.028,0.07,0.187,1.3,0.02,1.50E-06,0.025,0,7492,0.000375,6.00E-05,0,8.00E-05,0.00032,0.00014,0.0001,0.0037,0.0002,0.012,0.28,2.00E-05,4.00E-05,7.00E-05,5.00E-05,0.0002,2.00E-05,7.00E-05,0,0.48,5.00E-05,2.00E-05,5.00E-05,0,0.00015,0.00014,,,,,,,
秋葵,蔬菜,0.082,33,7.5,0,0.00011,0.19,3.2,6.00E-05,0.00062,0.057,0.02,4.3,0,0,0,0.061,0.03,0.299,1.9,0.03,7.00E-07,0.007,0,716,3.60E-05,0.0002,0,6.00E-05,0.001,0.00025,0.00022,0.023,0.00058,0.012,0.57,3.00E-05,7.00E-05,0.00011,8.00E-05,0.00079,2.00E-05,7.00E-05,0.34,1.5,7.00E-05,2.00E-05,9.00E-05,0,0.00027,3.10E-05,,,,,,,
洋葱,蔬菜,0.023,40,9.3,0,4.00E-05,0.1,1.7,1.90E-05,0.00021,0.01,0.01,7.6,0,0,0,0.029,0.02,0.146,1.1,0.04,5.00E-07,0.004,0,2,0,5.00E-05,0,3.00E-05,0.00012,0.00012,0.00012,0.0074,0.00017,0.0061,1.3,1.00E-05,1.00E-05,3.00E-05,4.00E-05,0.00013,0,3.00E-05,0,4.2,2.00E-05,1.00E-05,2.00E-05,0,2.00E-05,4.00E-07,,0,,,,,
甜洋葱,蔬菜,0.02,32,7.6,0,6.00E-05,0.08,0.9,2.30E-05,0.00026,0.009,,6.7,,,,0.027,,0.119,0.8,,5.00E-07,0.008,0,1,0,4.00E-05,,2.00E-05,0.00013,0.0001,0.00013,0.0048,0.00013,0.0055,2,1.00E-05,1.00E-05,3.00E-05,3.00E-05,8.00E-05,1.00E-05,2.00E-05,0,5,2.00E-05,1.00E-05,2.00E-05,0,2.00E-05,3.00E-07,,,,,,,
